,user,item,buy_size,sex,height,weight,review,size,brightness,color,thickness
456,LV 3 윤그래님,테이퍼드 히든 밴딩 크롭 슬랙스 [블루 그레이],34,남성, 178cm, 82kg,전투용으로 입기 가격도 핏도 너무 좋습니다 사이즈 굿,보통이에요,보통이에요,보통이에요,보통이에요
457,LV 4 평범한건호,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],36,남성, 181cm, 91kg,일단 저랑 스펙이 비슷하시면 무조건 36으로 가시는 걸 추천드립니다 상당히 정 사이즈로 나왔기 때문에 한 사이즈 업하길 잘한듯합니다,보통이에요,보통이에요,보통이에요,보통이에요
458,LV 4 니니니닌니님,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 170cm, 62kg,좋습니다 두번째 구맨데 저번에 28구매했었는데 저한텐 29가 편하네요 근데 30했어도 괜찮았을듯,보통이에요,보통이에요,보통이에요,두꺼워요
459,LV 2 켚켚,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 176cm, 64kg,처음 사보는데 허리사이즈나 바지 기장이나 두께 등 전반적으로 매우 만족스럽습니다 허리 버클부분 방식이 약간 불편하긴한데 그래도 만족합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
460,LV 3 인세연,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 177cm, 58kg,아 안그래도 말랐는데 좀 딱붙음 위에 오버핏 입으면 레깅스 되버림 근데 정사이즈 입으면 예쁜거같음,작아요,어두워요,선명해요,보통이에요
461,LV 3 깜씨흑구,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 175cm, 70kg,이거 입고 야구장갔는데다들 이쁘다고 했어요오피스룩에도 최적,보통이에요,보통이에요,보통이에요,보통이에요
462,LV 3 깜씨흑구,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 크림],33,남성, 175cm, 70kg,진짜좋아요구김도 없고 가볍고진짜 색감도 이쁘고 ㅠ 다해라 무텐다드 ,보통이에요,보통이에요,보통이에요,보통이에요
463,LV 5 팡철이,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 169cm, 63kg,무신사 스탠다드 슬랙스는 항상 믿고 사요   핏도 괜찮고 질도 나쁘지 않아서 좋아요 ,보통이에요,보통이에요,보통이에요,두꺼워요
464,LV 3 주광색,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],28,여성, 160cm, 48kg,편하게 입기 좋음 크롭인데 크롭이 아니게되서   그래도   편한 핏 나와서 아무때나 입기 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
465,LV 5 신승협,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 179cm, 90kg,역시 기본 슬랙스 맛집답게 핏은 완벽합니다 기장도 굿,보통이에요,보통이에요,보통이에요,보통이에요
466,LV 4 럭키화이트,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],34,남성, 178cm, 84kg,쪼금 검은색 슬랙스만큼 쫌득함이 적을까 걱정했는데 아주 괜찮은것 같아요  강추합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
467,LV 6 skku52,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],32,남성, 179cm, 76kg,항상 믿고 입는 무신사 스탠다드  잘 입겠습니다 예뻐요,보통이에요,보통이에요,보통이에요,보통이에요
468,LV 4 뉴비_bb14e8d5f1c3,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],30,남성, 176cm, 62kg,생각한 베이지 색상이라서 좋네요 잘 입을거 같아요,보통이에요,보통이에요,보통이에요,보통이에요
469,LV 3 ahbvc,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 177cm, 67kg,30은 살짝 작을수도 있어요 대신 핏이 좋구요31이 딱맞을꺼 같아요,보통이에요,보통이에요,보통이에요,보통이에요
470,LV 4 닉넴고민되네,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 174cm, 65kg,가성비가 좋은 것같습니다  결혼식 갈때 입으려고 샀는 데 좋아요,보통이에요,보통이에요,선명해요,보통이에요
471,LV 3 뉴비_e6af565ba98d,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],38,남성, 185cm, 110kg,찡기거나 할줄 알앗는데 신축성도 있고핏도 마음에 들어요,보통이에요,보통이에요,보통이에요,보통이에요
472,LV 4 우문규,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],32,남성, 178cm, 72kg,생각뷰다 질도 좋고 핏도 예쁘네요 가성비 아주 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
473,LV 4 도돌도돌쓰,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],36,남성, 183cm, 92kg,편하고 핏도 좋고 너무 마음에 들어요  한여름에 입기에는 그렇지만 그때 빼곤 다 좋아요 ,보통이에요,보통이에요,선명해요,보통이에요
474,LV 6 Cwjcwj,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],32,남성, 172cm, 67kg,원단도좋고편하고무엇보다도 활동범용성최고임다,보통이에요,보통이에요,보통이에요,보통이에요
475,LV 3 Seledus,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],29,남성, 172cm, 61kg,평소 와이드슬랙스나 세미와이드슬랙스 많이 입고다니는데  같은 사이즈로 시켜도 테이퍼드라 작은 느낌이 있어요  허벅지에 좀 달라붙어서 핏이 완전 예쁘진 않고  살 좀만 찌면 못입을 거 같습니다 ,작아요,보통이에요,보통이에요,보통이에요
476,LV 4 지미듀데스키,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],38,남성, 174cm, 90kg,믿고 구매하는 바지라 의심없이 구매했고 역시나 만족합니다다만 물건에 비해 무신사 후기 관리팀은 진짜 일방적이고 친절하지 않네요,보통이에요,보통이에요,보통이에요,보통이에요
477,LV 4 재성합니다..,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],31,남성, 176cm, 62kg,살짝 길어서 1   정도 수선해야 할 거 같아요 그래도 핏도 예쁘고 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
478,LV 4 로저비비에,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],34,남성, 186cm, 80kg,예전에 구매해서 잘입고재주문 했어요 색감이 오묘한데 호불호 있을듯저는 만족해요 ,보통이에요,어두워요,보통이에요,보통이에요
479,LV 4 로저비비에,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],34,남성, 186cm, 80kg,밝은색 슬랙스가 없어서무난한 그레이로 주문했어요 색감 좋고 코디하기 좋고무탠 슬랙스야 품질 굿 ,보통이에요,밝아요,선명해요,보통이에요
480,LV 4 CraZy_EconoMist,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],33,남성, 166cm, 70kg,색이 과하지 않네요걱정하던 거였는데 좋습니다 오히려,보통이에요,보통이에요,보통이에요,보통이에요
481,LV 4 exlru,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],27,남성, 169cm, 52kg,믿고 사요 무탠다드 슬랙스는 진리에요 구매하세요,보통이에요,보통이에요,보통이에요,보통이에요
482,LV 4 탕캣,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],30,남성, 176cm, 67kg,좋아용 오정규가 추천해서 잘 샀어용 기본템 중 기본템 ㄲㅌㅌ 조심,보통이에요,보통이에요,선명해요,보통이에요
483,LV 5 규쟝,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],33,남성, 177cm, 75kg,생각보다 밝지는 않아요  테이퍼트 픽은 좋게 뽑혔어요,보통이에요,보통이에요,보통이에요,보통이에요
484,LV 5 불방새,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],36,남성, 180cm, 93kg,신축성도 적당하고 쫀쫀해서 좋아요 3번째 재구매 중입니다 몸에 딱 맞아서 계속 찾게 되네요,보통이에요,보통이에요,선명해요,보통이에요
485,LV 5 son3128,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,남성, 178cm, 70kg,보통 30 31 사이즈 입는데 크게 33으로 샀더니 허리는 좀 남고 허벅지는 여유있게 편한 핏이 나옵니다  길이는 생각보다 많이 짧아서 기장 최대한 길게 수선했더니 복숭아뼈 위로 딱 알맞게 떨어집니다 ,보통이에요,어두워요,보통이에요,보통이에요
486,LV 6 라가하,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 블루],33,남성, 168cm, 75kg,색이 예뻐서 재입고 알림 해놓고 알림 오자마자 구매했네요 맘에듭니다,보통이에요,보통이에요,보통이에요,보통이에요
487,LV 4 SG_7,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],29,남성, 170cm, 56kg,단정하게 딱 떨어지고 편하게 잘 잡아주는것 같아요 셋업도 괜찮은것 같네요 ,보통이에요,보통이에요,보통이에요,보통이에요
488,LV 4 미포스춘,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],33,남성, 177cm, 82kg,마음에 들어요 이쁘게 잘입고 다니고 있습니다 굿굿,보통이에요,보통이에요,보통이에요,보통이에요
489,LV 6 터프가위1,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],32,남성, 180cm, 80kg,올 여름 잘입고다녔어요 가성비좋네요 구입하세요,보통이에요,보통이에요,보통이에요,보통이에요
490,LV 4 뉴비_a59f4992,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 브라운],31,남성, 169cm, 64kg,무신사 슬랙스 첨입어보는데 핏도 넘 좋고 편해요   ,보통이에요,보통이에요,보통이에요,보통이에요
491,LV 4 뉴비_a59f4992,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],31,남성, 169cm, 64kg,무신사 슬랙스 첨입어보는데 핏도 넘 좋고 편해요   ,보통이에요,보통이에요,보통이에요,보통이에요
492,LV 4 뉴비_a59f4992,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 169cm, 64kg,무신사 슬랙스 첨입어보는데 핏도 넘 좋고 편해요   ,보통이에요,보통이에요,보통이에요,보통이에요
493,LV 4 뉴비_bf4fe828,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],30,남성, 165cm, 64kg,색감이 너무 이쁘고  가을에 입기 딱 좋을 것 같네요,보통이에요,보통이에요,보통이에요,보통이에요
494,LV 3 가식적인미소,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],30,남성, 175cm, 68kg,예쁘긴 한데  슬랙스 흰색은 너무 얇아서  주의해야겠어요 ,보통이에요,밝아요,보통이에요,얇아요
495,LV 3 가식적인미소,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],30,남성, 175cm, 68kg,블랙 사고 바로 베이지 샀는데 색깔 너무 마음에 들어오  포멀해보이고 딱입니다,보통이에요,보통이에요,보통이에요,얇아요
496,LV 3 가식적인미소,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 175cm, 68kg,제가 딱 좋아하는 핏이에요  크롭이라 발목까지도 딱 오고 너무 좋습니다 ,보통이에요,보통이에요,보통이에요,얇아요
497,LV 4 dltkfkdtkfkdgo,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 카키],31,남성, 180cm, 64kg,무신사 슬랙스는 다 핏도좋고 이쁜거같아요 가성비로 완전 굿굿,보통이에요,보통이에요,보통이에요,보통이에요
498,LV 3 인덕션옆신문지,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],30,남성, 175cm, 68kg,이뻐요 색이 근데 살쪄서 조금만 빼면 더이쁠듯  운동합시다,작아요,보통이에요,보통이에요,보통이에요
499,LV 5 나른한 오후햇살,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],34,남성, 181cm, 83kg,색감도 이쁘고 마감도 길이도 딱 떨어지고 좋습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
500,LV 4 고니궈니,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],32,남성, 170cm, 80kg,정사이즈로 갔는데 생각보다 많이 조입니다  다리는 얇은 편인데 은근 끼네요,작아요,보통이에요,보통이에요,보통이에요
501,LV 6 지키지키지키지,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 183cm, 70kg,원래 32입는데 너무 작아서 34로 교환했습니다작게 나왔어요,보통이에요,보통이에요,보통이에요,보통이에요
502,LV 7 번방의 선물,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,남성, 163cm, 57kg,싼값에    부자재나 좋은 재질에 엄청난 이득을 보네요,보통이에요,보통이에요,보통이에요,보통이에요
503,LV 3 윤쓰파,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],32,남성, 178cm, 77kg,배송은 이틀정도 걸려서 왔어요 색상은 원하는 색상이네요  ,보통이에요,보통이에요,보통이에요,보통이에요
504,LV 3 NYPDD,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 183cm, 86kg,기본 핏  좋은 원단  주름도 잘 안생기네요  정사이즈입니다,보통이에요,보통이에요,보통이에요,보통이에요
505,LV 4 돌체라떼0,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,남성, 183cm, 71kg,색상 이쁘네요 가성비도 좋구여 마감 봉재 퀄리티는 조금 아쉬웠어요,보통이에요,보통이에요,보통이에요,보통이에요
506,LV 4 돌체라떼0,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 183cm, 71kg,가성비 좋은 슬랙스에요 가성비가 좋기때문에 고퀄리티는 기대하시면 안됩니다 마감 봉재  퀄리티는 조금 아쉽습니다  ,보통이에요,보통이에요,보통이에요,보통이에요
507,LV 3 허성열,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,남성, 172cm, 72kg,색감 이쁘고 라인 잘빠졌어요 정사이즈로입으면 됩니다,보통이에요,보통이에요,보통이에요,두꺼워요
508,LV 5 실버_ad5e081f7de6,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],31,남성, 175cm, 68kg,이뻐요 사이즈도 딱이고 지금날씨에 입기 좋습니다  색상도 맘에 듭니다,보통이에요,보통이에요,보통이에요,보통이에요
509,LV 6 엘라이,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,남성, 169cm, 53kg,평균보다 작은키와 얇은 허리  운동을 하기에 얇지 않은 허벅지와 키에 비해 긴 다리를 가진 체형입니다  무탠다드 바지는 앞으로 28로 가야겠습니다 정장 바지로 아주 괜찮게 입습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
510,LV 6 yh4271,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],36,남성, 178cm, 83kg,가성비  핏  사이즈 모두 만족합니다  잘 입을거 같아요 ,보통이에요,보통이에요,보통이에요,보통이에요
511,LV 3 뉴비_c5b636ba,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 178cm, 78kg,평소 32 입습니다 허벅지 타이트하다는분들이 많아 걱정됐지만아주 하체발달형은 아닌것같아 정사이즈 샀습니다 허리는 좀 여유있고 허벅지는 딱 괜찮게 맞는정도 입니다지내다보면 더 늘어날것같구요 정사이즈 추천입니다 ,보통이에요,보통이에요,선명해요,보통이에요
512,LV 5 주넹이_,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],30,남성, 173cm, 67kg,길이 적당하고 핏이 이쁘네요생각보다 색감이 밝지않아서 부담스럽지도 않네요,보통이에요,보통이에요,선명해요,보통이에요
513,LV 5 atzg,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],30,남성, 178cm, 61kg,제 스펙에 30핏이 딱 맞고 예쁘네요 세일해서 싸게 잘 샀어요,보통이에요,보통이에요,보통이에요,보통이에요
514,LV 2 서초동종마,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],36,남성, 179cm, 90kg,여러분 보이루  서초동종마야  이번에 구매한 핑베 바지는 뚝 떨어지는 럭셔리한 핏과 독특한 색감이 지선이 같은 여성들이 좋아할만한 바지야  이번 기회에 득하길 바래 케로 ,보통이에요,보통이에요,보통이에요,두꺼워요
515,LV 5 이김지유삐,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],34,남성, 170cm, 82kg,되게 편하고 가성비 좋아요 재구매의사 있습니다  ,보통이에요,보통이에요,보통이에요,보통이에요
516,LV 5 이김지유삐,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],33,남성, 170cm, 82kg,되게 편하고 가성비 좋아요 재구매의사 있습니다  ,보통이에요,밝아요,선명해요,보통이에요
517,LV 6 확실하게해봄,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 176cm, 81kg,이번 세일로 싼 가격에 잘 샀습니다 이번 가을에 잘 입을께요 히읏 히읏,보통이에요,보통이에요,보통이에요,보통이에요
518,LV 3 뉴비_624c5d48,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 170cm, 62kg,키에 비해  마른 편인데사이즈가 딱 맞게 나온듯남자들 앞의 입체적인 면을생각한다면 한치수 크게입으면 더 좋을 듯 하다앞에 이중 훅 으로 되어있어윗 옷을 넣어 입을 때 깔끔하게 떨어지는 느낌이다적당한 두께 감으로 늦가을 까지도잘입을것 같고구김이 적을것 같다사이즈 넉넉하게 입는다면강추  ,보통이에요,밝아요,선명해요,보통이에요
519,LV 2 뉴비_6a27e93e8cd7,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 174cm, 67kg,허리31인데    사기도 에메한데수치로 나오니까 내 몸에 딱 맞으니까 좋아요,보통이에요,어두워요,흐려요,보통이에요
520,LV 5 박캉테,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],32,남성, 171cm, 71kg,싼 값에 잘 건졌네요  색상이랑 핏도 생각한 그대로입니다  ,보통이에요,보통이에요,보통이에요,보통이에요
521,LV 5 초푸아,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 170cm, 60kg,슬림하니 입고 다니기 좋을 거 같아요  근데 한 사이즈 더 업해도 될 듯,작아요,보통이에요,보통이에요,얇아요
522,LV 5 응엥웅잉,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 171cm, 65kg,결혼식 갈때 입었는데 깔끔하고 댄디한 느낌입니다  근데 살짝 작아서 입는것보다 사이즈 업하는거 추천,보통이에요,보통이에요,보통이에요,보통이에요
523,LV 5 뉴비_1d85d17,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 179cm, 80kg,간절기 코디용으로 적당합니다  전투용으로 막 입기 좋습니다 ,보통이에요,어두워요,선명해요,보통이에요
524,LV 4 뉴비_c613c2bb,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],32,남성, 181cm, 78kg,옷은 괜찮은데 허리랑 허벅지랑 차이가 너무 심하네요 ,작아요,보통이에요,보통이에요,보통이에요
525,LV 6 패션의시작은몸,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],31,남성, 177cm, 78kg,생각보다 편하고 괜찮아요 무신사 바지만 10개삿엉요,보통이에요,보통이에요,보통이에요,보통이에요
526,LV 3 들장미소,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],30,남성, 174cm, 68kg,포멀한 코디 클래식한데 댄디한 느낌을 주는 스랙스입니다  다른 색상으로 재구매 예정입니다 ,보통이에요,보통이에요,선명해요,보통이에요
527,LV 4 빡구와윤빡이,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,남성, 170cm, 58kg,역시 무신사답게 가성비좋고 재질도 좋아욘 ㅎ 두번째구매입니다 ,보통이에요,보통이에요,보통이에요,보통이에요
528,LV 3 뉴비_b5966910b400,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],36,남성, 184cm, 82kg,흰색 슬랙스 이쁩니다  문제는 약간 비친다는거긴 한데 그래도 이뻐요 ,보통이에요,보통이에요,보통이에요,보통이에요
529,LV 4 JoJo_,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,남성, 179cm, 74kg,다른 색상32를 입는데 이 색상은 33으로 주문했습니다  33이 편하게 입기엔 좋은 것 같습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
530,LV 5 수방노,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,남성, 177cm, 73kg,사이즈 역시 좋고 허리 편하고 허벅지도 안껴서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
531,LV 5 종각역멸치주먹,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 185cm, 65kg,핏이 슬림핏에 가까울 정도로 얇지만 잘 맞으면 정말 예쁘게 나와요 ,보통이에요,보통이에요,보통이에요,보통이에요
532,LV 4 zamzzam,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],29,남성, 171cm, 60kg,첫 무탠다드 슬랙스입니다 저한테 사이즈 잘 맞고 핏 예쁘네요 사계절 다 가능해보입니다 ,보통이에요,보통이에요,보통이에요,보통이에요
533,LV 4 뉴비_364f18f2,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],32,남성, 174cm, 74kg,색감이 이쁘고 리뷰평이 좋아서 저렴한 가격일때 냅다 주웠습니다 완전 만족,보통이에요,보통이에요,선명해요,보통이에요
534,LV 5 특별히 큰 왕만두,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],36,남성, 182cm, 92kg,셋업으로 구매했습니다바지는 사이즈업 추천드립니다,작아요,보통이에요,보통이에요,보통이에요
535,LV 4 Shoper,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],31,남성, 181cm, 66kg,무난하게 셔츠나 티에 입기 좋은 바지인 것 같아요  한여름에는 무리가 있지만 8월 중순부터는 충분히 입기 좋은 바지입니다 ,보통이에요,밝아요,선명해요,보통이에요
536,LV 5 bazzy1,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],32,남성, 175cm, 72kg,안에 속옷이나 주머니 내용물 안 비치게 신경써주면서 입으면 깔끔하니 좋습니다 ,보통이에요,밝아요,보통이에요,보통이에요
537,LV 7 무지성랄뚜기,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 179cm, 63kg,가성비 쬐고입니다 진짜 깔별로 구매하서 모셔놓음중,보통이에요,보통이에요,보통이에요,보통이에요
538,LV 3 뉴비_ee8453eaa0da,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],31,남성, 175cm, 68kg,허리가 조금 큰데 종아리 부분이 딱 맞네요허리만 조금 줄여 입으려구요,보통이에요,보통이에요,보통이에요,보통이에요
539,LV 5 클로버로드,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],31,남성, 175cm, 62kg,착용샷입니다  너무 편안하고 기장도 딱 맞네요  잘 입겠습니다  ,보통이에요,보통이에요,보통이에요,보통이에요
540,LV 5 클로버로드,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],31,남성, 175cm, 62kg,착용샷입니다  너무 편안하고 기장도 딱 맞네요  잘 입겠습니다  ,보통이에요,보통이에요,보통이에요,보통이에요
541,LV 4 으히힝히,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],26,남성, 177cm, 68kg,파스텔톤 상의랑 잘 어울려요  말 안하면 핑크인지 모르는 무채색에 가까운 톤이에요,보통이에요,보통이에요,보통이에요,보통이에요
542,LV 5 클로버로드,테이퍼드 히든 밴딩 크롭 슬랙스 [블루 그레이],31,남성, 175cm, 62kg,블루그레이 실제 착용해보니깐 색감도 일반 네이비색보다 더 이쁘네요    만족합니다 ,보통이에요,보통이에요,보통이에요,보통이에요
543,LV 4 으히힝히,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,남성, 177cm, 68kg,어두운색 상의랑 잘 어울려요  코디 참고하시고 밝은색 신발과 매치하면 더 잘 어울릴 거에요,보통이에요,보통이에요,선명해요,보통이에요
544,LV 4 응븝응븝응,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 176cm, 67kg,사이즈가 더 작아진 느낌이에요  한 사이즈 업 추천,보통이에요,보통이에요,보통이에요,보통이에요
545,LV 3 뉴비_1dfec59e,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 180cm, 75kg,슬랙스 매우매우매우매우 이뻐요                              꼭 사세요,보통이에요,보통이에요,보통이에요,보통이에요
546,LV 4 민초90,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],31,남성, 174cm, 65kg,핏이뻐요 기장도적당하고 헌데 속비침이없는줄알앗는데 좀훤히보여서 아쉬워요 그래도 가성비는너무좋네요,보통이에요,밝아요,보통이에요,보통이에요
547,LV 2 미대갈래요,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],28,남성, 177cm, 51kg,좀 크게사도 예쁠거 같아요전 길이가 좀 짧게 느껴지네요그래도 옷이 예뻐요,작아요,밝아요,선명해요,보통이에요
548,LV 3 들장미소,테이퍼드 히든 밴딩 크롭 슬랙스 [딥 블루],30,남성, 174cm, 68kg,색깔이 실물이 훨씬 예뻐요  슬랙스는 역시 무신사입니다  베이지 추가로 주문했습니다 ,보통이에요,보통이에요,선명해요,보통이에요
549,LV 3 쿠키야랑,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],36,남성, 176cm, 90kg,가성비 갑이고  너무 편하고 좋습니다  만족합니다 ,보통이에요,보통이에요,선명해요,보통이에요
550,LV 4 viajs,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],34,남성, 181cm, 74kg,슬렉스 입문하기 좋습니다 가성비로 너무좋아요,보통이에요,보통이에요,보통이에요,보통이에요
551,LV 6 더프레즌트,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],31,남성, 167cm, 61kg,정말 너무 마음에 드는 바지   색상별로 다 사고 싶음,보통이에요,보통이에요,보통이에요,보통이에요
552,LV 6 더프레즌트,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 167cm, 61kg,너무 마음에 들어서 하나 더 구매했어요 수선 필요없고 아주 딱 맞음,보통이에요,보통이에요,보통이에요,보통이에요
553,LV 5 두두뀨,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],30,남성, 170cm, 70kg,사이즈 딱 적당해요  처음입으면 조금 작다싶었는데 계속 입으니 괜찮네요   핏감 너무 좋고 자주 입고 다니고 있습니다,보통이에요,보통이에요,보통이에요,보통이에요
554,LV 5 bazzy1,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 175cm, 72kg,깔끔한 테이퍼드핏으로 나와서 좋은 것 같습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
555,LV 3 ambivert,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],32,남성, 171cm, 72kg,밑위가 좀더 길었으면 좋겠으나  지금도 괜찮음  재질도 좋아서 오래입을것같음  여름에 샀는데  여름에는 못 입고 계속 쟁여놨는데  이제 서야 입겠네요,보통이에요,어두워요,선명해요,보통이에요
556,LV 3 ambivert,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],32,남성, 171cm, 72kg,위에 세트로 맞춰서 입음  무난함  일반 어디 스랠스보다 훨씬 퀄리티 좋음,보통이에요,어두워요,보통이에요,보통이에요
557,LV 3 옷잘입고싶은김동우,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,남성, 170cm, 57kg,블레이저에 간단하게 코디하기 좋은 것 같아요사계절 내내 입을 수 있는 바지입니다 ,보통이에요,보통이에요,선명해요,보통이에요
558,LV 3 뉴비_6dfcc3949248,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 182cm, 76kg,두번째 구매 믿고사는 무신사 스탠다드 슬랙스  쪼아요,보통이에요,보통이에요,보통이에요,얇아요
